על,concrete
עם,concrete
עד,concrete
אשר,concrete
בית,concrete
מספר,abstract
אם,concrete
אף,concrete
בן,concrete
שלו,abstract
כן,concrete
חלק,concrete
שנה,concrete
כלל,abstract
אביב,concrete
אולם,concrete
רב,concrete
חיים,concrete
דבר,concrete
ראש,abstract
שהיה,concrete
זמן,concrete
בעל,abstract
תל,concrete
דרך,concrete
עוד,concrete
נגד,abstract
יום,abstract
רבי,concrete
בעת,concrete
עבר,abstract
יהודי,concrete
ועד,abstract
במאי,concrete
כלי,concrete
מקום,concrete
איש,concrete
דוד,concrete
מלך,concrete
עקב,concrete
אבל,concrete
היסטוריה,abstract
הפך,concrete
בת,concrete
חבר,abstract
ארץ,abstract
תקופה,abstract
מים,concrete
תוכנית,abstract
מיליון,abstract
מקור,abstract
חיל,concrete
ידוע,concrete
ביום,concrete
שכן,concrete
מבנה,concrete
ברית,abstract
חדש,concrete
אתר,concrete
שיש,abstract
צבא,abstract
תהליך,concrete
פעם,abstract
יד,concrete
דין,concrete
שלום,concrete
מכל,concrete
אזור,concrete
עיר,abstract
מצד,abstract
הסדרה,abstract
אור,concrete
לב,concrete
ארגון,abstract
עצמה,abstract
ישראלי,concrete
סוף,concrete
אבן,concrete
מצב,abstract
קבוצה,abstract
עת,concrete
שטח,concrete
עבודה,abstract
תפקיד,concrete
ים,concrete
סרט,concrete
פעילות,abstract
קו,concrete
משפט,concrete
כדור,concrete
מזרח,concrete
שר,concrete
סוג,concrete
בעלות,abstract
משרד,abstract
אלבום,concrete
שיר,concrete
עלה,abstract
הר,concrete
מוזיקה,abstract
מלחמה,abstract
עשר,abstract
שחקן,concrete
רקע,abstract
דרום,concrete
שדה,concrete
עליה,abstract
תמיד,concrete
לוח,abstract
מדינה,abstract
עולם,concrete
נשיא,abstract
נהר,concrete
מטעם,abstract
גוף,concrete
הסכם,abstract
מרבית,abstract
לידי,abstract
תרבות,abstract
קולנוע,concrete
צפון,concrete
כמות,abstract
כהן,concrete
שיטת,concrete
מת,concrete
עברה,abstract
חזרה,abstract
מחקר,abstract
לבן,concrete
ספרי,abstract
ערב,abstract
הקשר,abstract
מעמד,abstract
רשת,concrete
סיום,abstract
משמעות,abstract
אליה,abstract
שאר,concrete
תורה,abstract
השפעה,abstract
חשיבות,abstract
דם,concrete
עולה,abstract
לוי,concrete
חד,concrete
שעל,concrete
מחוז,concrete
דמות,abstract
דולר,abstract
רחוב,concrete
מסע,concrete
תנועה,abstract
גרסה,abstract
קבע,abstract
כפר,concrete
זהב,concrete
התפתחות,abstract
מזון,abstract
שירה,abstract
משפחה,abstract
כסף,concrete
ראה,abstract
פנים,abstract
אמנות,abstract
מנהל,abstract
פעיל,concrete
צוות,abstract
ידע,abstract
ברור,concrete
תהיה,abstract
יתר,abstract
גיל,abstract
מדיניות,abstract
תחום,concrete
ראשית,abstract
גרם,concrete
קרן,concrete
רחב,concrete
רוח,abstract
צעיר,concrete
לחץ,concrete
גדל,concrete
מצפון,abstract
עסק,abstract
שיטה,abstract
גרמני,concrete
גל,concrete
טובה,abstract
אמצעי,concrete
פרי,concrete
דת,concrete
תנאי,abstract
אריה,concrete
הרכב,concrete
דעת,abstract
נחל,concrete
זאב,concrete
אש,concrete
אפשרות,abstract
מטוס,abstract
חוץ,abstract
עין,concrete
הקטנה,abstract
מעשה,concrete
יצר,concrete
שפה,abstract
יהדות,abstract
סימן,abstract
אנרגיה,abstract
זכות,abstract
כבוד,abstract
שבת,concrete
צרפתי,concrete
סדרה,abstract
שבט,concrete
אהבה,abstract
כביש,abstract
סעיף,concrete
פרופסור,concrete
ברק,concrete
המשך,abstract
חסר,concrete
האדמה,abstract
רכבת,concrete
שליטה,abstract
רדיו,abstract
מוסד,concrete
גיטרה,abstract
נפש,abstract
רצח,abstract
שלב,concrete
מפעל,concrete
ספורט,abstract
אחראי,concrete
נמל,concrete
הלכה,abstract
ילד,concrete
קיום,abstract
הבאה,abstract
מהירות,abstract
פעל,abstract
רשות,abstract
פה,concrete
טבע,abstract
התנגדות,abstract
מחלקת,abstract
פרסום,concrete
יחידה,abstract
ישירות,abstract
דגל,concrete
מקבל,concrete
הסדר,abstract
מגלה,concrete
מות,abstract
גשר,concrete
הצלחה,abstract
מדע,abstract
סיני,concrete
מרחב,concrete
אורח,concrete
תמיכה,abstract
אחדות,abstract
חזק,concrete
בשר,concrete
זוג,concrete
רעיון,concrete
עמדה,abstract
לילה,abstract
בריטי,concrete
זמר,concrete
מתן,abstract
צד,concrete
מועדון,concrete
שום,concrete
אלוף,concrete
ניתוח,abstract
כדורגל,concrete
נתון,concrete
תכנון,concrete
תא,concrete
רגל,concrete
יחס,abstract
חקר,abstract
לשון,abstract
דור,concrete
צורה,abstract
אילן,concrete
אות,abstract
שלם,concrete
ערוץ,concrete
מסלול,concrete
התנהגות,abstract
הקשה,abstract
שבעה,abstract
פרנק,concrete
בעיה,abstract
שוק,concrete
שושלת,abstract
מס,concrete
עברי,concrete
יצירה,abstract
תופעה,abstract
שמן,concrete
טענה,abstract
פתרון,concrete
